avg_outflow,avg_inflow,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day,HighEnergy
-0.23102713685118717,-0.4298025433638786,-1.0488036440697766,-1.1574102779530882,-0.9394700591281703,-0.19905155606958352,-0.8049751381461049,-0.9366815865247725,-0.24893440922229548,-0.05444636583866094,0.884634775443813,-0.22390686865656775,0.049532962155395883,0.9486271592180812,0.5870305117296706,1.0130936779955844,-0.17037507801412435,-0.054549051527352926,0.6118166482836158,0
-0.05791790389805533,0.2747038644255468,1.012197522125078,-0.4634938121444947,-0.8706211871064504,-0.2520291833504354,0.3773886603976433,0.04965560728717045,1.0124105880019154,-0.05444636583866094,1.358784600393141,-0.22390686865656775,0.02220610239470085,-1.7586256640163018,-1.1659642277791566,-0.9354401292681912,0.4630707248587581,-0.6312916275717612,0.8429701558242337,0
-0.7174961387148486,-0.3570836054386441,-0.018303060972349263,-0.34784106784306246,-1.2148655472150498,0.166185736771421,1.3596601238032184,2.258495238499831,1.411836503789582,-0.05444636583866094,0.5459563290514359,-0.22390686865656775,-0.4970042330585048,-0.0734989066969408,1.9061156622511646,1.3670826347980052,0.4630707248587581,-1.2080342036161693,-0.7751043969600918,0
-0.7527591306127088,-0.7994015489655277,1.2698226678994349,-1.5043685108573848,-2.3852963715842876,-1.1792778132184671,-1.1505891715665852,-1.006141952286177,-1.2580104070016642,-0.05444636583866094,1.1555775325577147,-0.22390686865656775,0.049532962155395883,0.8933771016010531,0.2832937994385371,0.8313155650429899,-1.4372666837598893,0.23382223649485118,-0.6595276431897829,1
-0.36807194627241624,-0.7827228934780888,0.7545723763507212,1.0399918637741243,0.6440539973713869,0.38874783233224963,-1.0778283224254313,-0.6588401234791549,-1.3000552402424712,-0.05444636583866094,0.9523704647222884,-0.22390686865656775,0.049532962155395883,-0.8469997133353362,-0.5411344196373965,-0.9354401292681912,-0.8038208808870068,0.8105648125392594,-0.6595276431897829,1
1.6723729939992191,1.2654160003794264,-2.0793042271672038,-0.9261047893502237,-0.7329234430630106,-0.8773894291894864,0.2500571744006244,-0.10315719738791948,0.8021864217978802,-0.05444636583866094,1.6297273575070428,-0.22390686865656775,-0.010586129318133167,-0.3083116515693112,0.2832937994385371,-0.9354401292681912,1.0965165277316404,1.6756786766058716,-0.312797381878856,1
-0.1596997214214246,-0.13092103702897062,0.36813465768918596,-1.5043685108573848,-0.9325851719259983,-0.10599032719528464,-0.7322142890049513,-0.6588401234791549,-0.39609132556511994,-0.05444636583866094,-0.7410217672395973,2.617035636800176,2.3340584381495004,-0.03206136348417002,-0.5411344196373965,-0.9354401292681912,-1.4372666837598893,-0.054549051527352926,0.033932879432070955,0
-0.7647806051233431,-0.7353555118937618,-1.0488036440697766,-0.29001469569234634,-0.9394700591281703,-0.24305942635050382,-0.5866925907226438,-0.8950053670679298,-0.3120016590835062,-0.05444636583866094,2.1038771824563707,5.448088140084877,3.9846007676954804,-1.8967508080588724,-1.6606211592247169,-0.9354401292681912,-1.4372666837598893,-0.054549051527352926,-1.6997184271225636,0
-0.7519576989786667,-0.7326869270157715,-0.4047407796338845,0.14368309543802457,-0.42310351896527115,-0.390780111943144,-0.3866002555844711,-0.7977608550019637,-0.43813615880592716,-0.05444636583866094,1.9006701146209444,3.436585982880488,-0.06523984883952323,-0.9022497709523645,-0.8448711319285299,-0.9354401292681912,-1.4372666837598893,-0.054549051527352926,-1.5841416733522546,0
-0.9098397308849951,0.07656143723477109,-0.533553352521063,-0.9261047893502237,-0.8706211871064504,-0.29855979778758684,0.01358441469187465,0.1746842656576982,0.17151392318577482,-0.05444636583866094,-0.13140056373331846,-0.22390686865656775,-0.4970042330585048,-0.0734989066969408,-0.5411344196373965,-0.9354401292681912,1.729962330604523,-0.34292033954955703,0.7273934020539248,0
