avg_outflow,avg_inflow,total_grid,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day
3.622,6.751,227613,49.0,280.0,850.0,63.052,9.0,13.0,6.0,0.0,55,0.0,10.0,36.5,63.0,96.5,2018,7,22
4.117,5.459,286788,47.0,320.0,940.0,63.84,9.3,13.0,7.0,0.0,65,0.0,10.0,41.1,66.5,96.5,2018,7,23
3.513,4.107,362730,26.0,320.0,1000.0,63.0,10.1,16.0,6.0,0.0,74,0.0,10.0,27.5,53.5,72.2,2018,7,24
3.391,4.077,309158,40.0,330.0,820.0,60.728,10.2,14.0,5.0,0.0,78,0.0,10.0,24.6,37.0,35.9,2018,7,26
3.954,4.09,309731,35.0,290.0,770.0,60.563,9.0,14.0,6.5,0.0,69,0.0,10.0,25.7,50.0,72.2,2018,7,29
3.019,3.896,289943,35.0,320.0,820.0,60.563,9.4,12.0,6.0,0.0,65,0.0,10.0,30.4,51.9,65.3,2018,7,30
3.65,3.777,260510,35.0,330.0,1000.0,63.885,10.7,15.0,7.0,0.0,66,0.0,9.7,22.6,38.9,57.6,2018,7,31
3.61,3.873,285437,36.0,340.0,890.0,62.942,9.2,15.0,4.0,0.0,70,0.0,10.0,15.4,35.2,55.4,2018,8,1
3.385,3.691,297410,40.0,360.0,930.0,63.312,11.4,15.0,8.0,0.0,56,0.0,10.0,35.9,66.5,88.9,2018,8,2
3.917,4.087,251865,42.0,330.0,820.0,62.512,12.3,16.0,7.6,0.0,50,0.0,10.0,34.8,51.9,74.1,2018,8,5
4.433,3.827,331653,50.0,360.0,1100.0,67.019,8.5,13.0,5.0,0.0,65,0.0,10.0,23.5,35.2,59.4,2018,8,6
3.654,3.921,325329,44.0,360.0,900.0,63.312,10.9,13.0,9.0,0.0,61,0.0,10.0,32.4,48.2,53.5,2018,8,7
3.871,4.452,202616,40.0,422.98,845.96,62.83,8.7,16.0,3.0,0.0,74,0.0,10.0,20.7,31.7,61.1,2018,8,8
3.617,4.151,263932,47.0,340.0,890.0,61.0,10.4,13.0,8.5,0.0,62,0.0,10.0,38.2,63.0,87.0,2018,8,9
3.046,4.136,343442,37.0,310.0,790.0,61.396,11.3,14.0,9.9,0.0,63,0.0,10.0,22.2,35.2,50.0,2018,8,12
4.157,4.079,351710,37.0,300.0,1000.0,63.248,10.8,15.0,6.9,0.0,71,0.0,10.0,22.2,35.2,50.0,2018,8,13
4.318,3.989,344121,45.0,330.0,950.0,63.312,13.5,16.0,11.0,0.0,51,0.0,10.0,40.4,53.5,74.1,2018,8,14
3.442,3.585,325419,40.0,360.0,1100.0,67.019,11.1,18.0,5.0,0.0,56,0.0,10.0,24.3,46.5,64.8,2018,8,15
3.521,4.765,299944,37.0,430.0,990.0,62.322,9.3,14.0,6.0,0.0,61,0.0,10.0,19.1,29.4,0.0,2018,8,16
3.602,3.946,272606,29.0,290.0,670.0,60.662,6.8,12.0,4.0,0.0,76,0.0,10.0,24.1,46.5,66.5,2018,8,19
3.582,3.837,251888,29.0,280.0,760.0,60.406,8.9,11.0,6.0,0.0,73,0.0,9.8,20.6,31.7,0.0,2018,8,20
4.401,3.962,252906,41.0,350.0,810.0,55.0,8.8,12.0,6.0,0.0,79,0.0,9.8,15.0,24.1,0.0,2018,8,21
3.025,3.972,349091,41.0,380.0,970.0,62.257,9.1,13.0,4.0,0.0,69,0.0,10.0,14.1,24.1,0.0,2018,8,22
3.041,3.952,343612,36.0,390.0,1100.0,66.862,9.7,16.0,2.0,0.0,64,0.0,10.0,13.1,20.6,0.0,2018,8,23
4.204,3.889,288798,47.0,290.0,850.0,62.414,8.7,14.0,3.0,0.0,77,0.0,9.8,13.7,33.5,0.0,2018,8,26
2.959,3.867,256927,41.0,340.0,940.0,60.897,6.2,12.0,0.0,0.0,71,0.0,10.0,14.6,31.7,50.0,2018,8,27
3.719,3.864,308827,50.0,410.0,1100.0,64.864,4.7,11.0,-2.0,0.0,68,0.0,10.0,10.2,18.3,0.0,2018,8,28
3.538,3.893,321713,48.0,350.0,1000.0,62.479,8.5,14.0,3.0,0.0,50,0.0,10.0,17.6,42.4,63.0,2018,8,29
3.03,3.968,322896,38.0,330.0,990.0,63.312,11.1,14.0,7.0,0.0,41,0.0,10.0,29.4,51.9,70.6,2018,8,30
3.023,3.837,283637,42.0,360.0,950.0,62.257,7.3,12.0,3.0,0.0,77,0.0,10.0,12.8,27.8,0.0,2018,9,2
3.046,3.968,279421,43.0,360.0,1200.0,66.797,7.3,13.0,2.0,0.0,73,0.0,10.0,13.0,22.2,0.0,2018,9,3
4.503,3.809,308352,40.0,370.0,1100.0,68.0,11.7,18.0,5.0,0.0,57,0.0,10.0,16.5,38.9,57.6,2018,9,4
3.001,3.177,306308,39.0,350.0,990.0,63.312,14.4,18.3,9.0,0.0,54,0.0,10.0,28.3,46.5,59.4,2018,9,5
3.018,4.566,312529,36.0,390.0,980.0,62.414,12.4,19.0,5.8,0.0,71,0.0,10.0,23.2,50.0,66.5,2018,9,6
3.032,3.837,282721,45.0,370.0,860.0,63.84,13.9,18.0,10.0,0.0,66,0.0,10.0,18.5,40.7,55.4,2018,9,9
3.034,3.433,266473,37.0,320.0,1100.0,67.005,13.7,18.0,10.0,0.0,71,0.0,10.0,16.5,55.4,61.1,2018,9,10
4.068,3.334,286478,39.0,350.0,990.0,63.84,17.1,23.1,7.9,0.0,43,0.0,10.0,30.2,55.4,68.3,2018,9,11
3.549,3.944,180103,36.0,300.0,890.0,62.895,11.5,18.0,6.0,0.0,50,0.0,0.0,17.8,27.8,0.0,2018,9,12
3.037,3.906,329608,28.0,320.0,880.0,63.312,13.3,19.0,8.0,0.0,50,0.0,0.0,23.3,40.7,0.0,2018,9,13
3.914,3.849,194980,36.0,360.0,740.0,61.033,8.7,14.0,3.0,0.0,60,0.0,13.7,19.1,29.4,0.0,2018,9,16
3.011,3.996,286556,32.0,340.0,970.0,63.312,13.6,16.0,12.0,0.0,40,0.0,0.0,33.3,42.4,48.2,2018,9,17
3.873,3.894,314730,37.0,380.0,1100.0,66.797,8.4,12.0,5.0,0.0,79,0.0,10.0,12.4,25.9,0.0,2018,9,18
3.38,3.943,299107,35.0,422.98,845.96,62.414,8.4,15.0,3.0,0.0,68,3.3,11.6,15.7,42.4,59.4,2018,9,19
3.514,3.916,289956,36.0,350.0,990.0,62.0,10.7,16.7,2.3,1022.0,61,0.0,15.8,12.8,18.3,0.0,2018,9,20
3.549,3.79,309039,39.0,380.0,980.0,62.479,8.6,12.0,4.0,0.0,65,0.0,10.0,20.4,33.5,48.2,2018,9,23
3.0,3.822,315225,48.0,340.0,920.0,63.091,9.7,11.0,9.0,0.0,77,0.0,10.0,18.9,22.2,0.0,2018,9,24
3.568,3.859,296995,35.0,360.0,980.0,62.257,7.8,14.0,3.0,0.0,71,0.0,10.0,15.2,27.8,0.0,2018,9,25
3.684,3.673,306442,41.0,360.0,910.0,63.312,12.9,19.0,7.0,0.0,45,0.0,0.0,18.3,55.4,75.9,2018,9,26
4.49,3.972,270158,39.0,422.98,845.96,62.942,8.3,15.0,3.0,0.0,71,0.51,10.0,20.4,35.2,51.9,2018,9,28
3.728,4.112,270662,44.0,300.0,790.0,60.671,9.6,16.4,3.0,0.0,66,0.0,10.0,12.4,25.9,0.0,2018,9,30
1.516,4.315,262951,35.0,300.0,830.0,62.849,15.5,23.0,3.1,0.0,41,0.0,0.0,12.6,25.9,0.0,2018,10,1
4.69,4.451,267439,44.0,410.0,1000.0,63.0,20.3,25.9,10.3,0.0,35,0.0,10.0,22.2,38.9,55.4,2018,10,2
6.069,8.48,202227,41.0,310.0,1100.0,66.958,12.7,17.0,10.0,0.0,63,0.0,10.0,20.9,29.4,0.0,2018,10,3
5.596,8.186,285451,40.0,260.0,900.0,62.257,10.9,15.2,5.8,0.0,70,0.0,10.0,17.2,29.4,0.0,2018,10,4
4.194,5.859,294926,36.0,360.0,900.0,63.155,17.6,25.0,11.0,0.0,49,0.0,0.0,10.6,25.9,0.0,2018,10,7
4.422,4.741,301067,35.0,340.0,845.96,63.155,19.7,27.0,14.0,0.0,47,0.0,10.0,8.0,24.1,0.0,2018,10,8
4.321,4.909,283531,44.0,370.0,960.0,63.248,12.2,16.0,9.0,0.0,81,0.0,10.0,23.3,38.9,46.5,2018,10,9
6.998,4.442,245403,38.0,330.0,870.0,62.895,12.5,19.5,6.0,0.0,63,0.0,0.0,13.9,27.8,0.0,2018,10,11
7.119,3.81,283352,43.0,320.0,780.0,70.0,21.4,27.0,10.2,0.0,43,0.0,10.0,29.6,46.5,57.6,2018,10,14
6.041,7.749,261013,49.0,340.0,1200.0,67.07,23.4,27.0,18.0,0.0,40,0.0,10.0,34.6,48.2,66.5,2018,10,15
5.093,9.105,323494,47.0,350.0,960.0,63.248,17.3,22.2,14.7,0.0,79,0.0,10.0,25.0,42.4,64.8,2018,10,16
5.044,5.83,222837,45.0,340.0,850.0,63.885,17.0,21.0,13.8,0.0,67,2.29,10.0,19.8,33.5,53.5,2018,10,17
3.88,5.686,303182,41.0,340.0,880.0,63.248,15.9,21.3,10.0,0.0,68,0.25,10.0,19.4,42.4,0.0,2018,10,18
4.044,5.362,333262,45.0,340.0,820.0,60.856,13.7,21.0,6.4,0.0,60,0.0,10.0,16.3,46.5,64.8,2018,10,21
3.031,4.915,322831,31.0,370.0,940.0,63.312,18.2,27.0,7.7,0.0,47,0.0,10.0,25.0,46.5,55.4,2018,10,22
3.881,4.774,293890,43.0,350.0,1100.0,67.019,11.4,21.1,5.0,0.0,67,0.0,10.8,18.7,33.5,0.0,2018,10,23
4.19,4.624,219686,42.0,310.0,1200.0,66.958,10.7,16.6,4.7,0.0,63,0.0,10.0,18.1,29.4,0.0,2018,10,24
4.443,4.311,341987,42.0,350.0,1000.0,62.479,12.7,22.3,4.8,0.0,59,0.0,10.0,14.3,33.5,0.0,2018,10,25
5.387,4.783,309304,50.0,330.0,810.0,61.6,12.1,17.2,8.3,0.0,54,0.0,10.0,18.9,27.8,0.0,2018,10,28
4.055,4.848,304860,37.0,330.0,930.0,62.322,12.6,21.0,6.0,0.0,62,0.0,0.0,13.5,22.2,0.0,2018,10,29
3.614,5.922,300185,40.0,350.0,1100.0,66.0,17.7,26.9,5.9,0.0,53,0.0,10.0,11.5,25.9,0.0,2018,10,30
5.008,5.065,278652,25.0,422.98,845.96,63.619,15.3,21.0,11.0,0.0,77,0.0,10.0,12.2,20.6,0.0,2018,10,31
4.125,4.136,234241,27.0,422.98,845.96,64.849,27.4,34.0,20.0,0.0,28,0.0,0.0,25.4,50.0,74.1,2018,11,1
3.053,4.955,270214,39.0,422.98,845.96,63.683,17.7,24.0,14.0,0.0,55,0.0,0.0,12.4,27.8,0.0,2018,11,4
4.118,4.384,240673,21.0,422.98,845.96,62.785,14.7,21.0,5.0,0.0,75,0.0,51.5,13.0,27.8,0.0,2018,11,6
3.973,4.272,330795,35.0,422.98,845.96,62.479,10.3,16.0,6.0,0.0,62,0.0,0.0,21.5,45.2,57.6,2018,11,7
3.798,4.744,300619,33.0,320.0,760.0,61.24,12.0,17.1,6.9,0.0,59,0.0,0.0,16.7,27.8,44.6,2018,11,8
3.85,4.489,275148,35.0,340.0,830.0,63.155,24.4,29.0,20.0,0.0,25,0.0,0.0,22.0,31.7,45.2,2018,11,12
4.109,4.388,316940,41.0,310.0,920.0,62.322,12.3,17.1,6.0,0.0,64,0.0,0.0,19.5,31.7,46.5,2018,11,15
3.077,4.219,279823,39.0,350.0,910.0,60.388,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2018,11,18
6.624,4.734,282413,31.0,320.0,1100.0,64.928,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2018,11,19
7.579,4.738,305587,34.0,310.0,1000.0,60.388,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2018,11,20
6.239,10.888,315000,28.0,280.0,680.0,59.603,12.5,14.0,11.0,0.0,67,0.0,0.0,28.9,42.4,57.6,2018,11,22
4.389,6.805,303537,30.0,330.0,720.0,61.24,14.4,19.0,11.0,0.0,78,0.0,0.0,16.3,31.7,0.0,2018,11,25
3.385,5.644,291143,35.0,340.0,930.0,63.0,15.5,19.0,13.0,0.0,71,0.0,0.0,15.0,25.9,0.0,2018,11,26
3.431,5.341,296543,31.0,300.0,900.0,63.248,16.6,20.1,14.0,0.0,75,0.0,0.0,22.0,35.2,0.0,2018,11,27
4.827,4.518,335973,43.0,340.0,960.0,63.312,15.6,20.3,13.0,0.0,50,0.0,51.3,25.0,35.9,45.2,2018,11,28
3.963,5.076,349363,44.0,340.0,940.0,63.091,15.9,20.0,14.0,0.0,74,0.0,0.0,17.6,25.9,0.0,2018,11,29
5.489,4.907,291902,25.0,290.0,1200.0,67.019,14.7,19.0,11.0,0.0,52,0.0,10.0,24.4,38.9,57.6,2018,12,2
4.559,4.637,313630,46.0,320.0,820.0,61.69,16.4,23.0,12.0,0.0,64,0.0,10.0,25.6,40.7,61.1,2018,12,3
4.57,5.068,324791,45.0,330.0,920.0,63.091,16.1,20.0,12.0,0.0,68,0.0,10.0,15.6,24.1,35.2,2018,12,4
5.056,5.941,292929,38.0,330.0,870.0,63.312,19.1,28.0,12.6,0.0,63,0.0,0.0,15.7,42.4,0.0,2018,12,5
5.095,9.77,277937,27.0,360.0,870.0,64.321,29.4,35.0,25.0,0.0,29,0.0,0.0,30.4,51.9,70.6,2018,12,6
3.846,6.157,292278,56.0,330.0,920.0,63.136,16.8,21.0,14.0,0.0,79,0.0,10.0,11.9,27.8,0.0,2018,12,9
5.372,5.004,292526,47.0,390.0,930.0,69.0,16.3,21.0,11.5,0.0,68,0.0,10.0,15.9,29.4,0.0,2018,12,10
6.027,4.592,371224,40.0,350.0,1100.0,67.019,19.2,28.0,13.0,0.0,66,0.0,10.0,16.9,42.4,59.4,2018,12,11
6.028,6.037,326261,34.0,320.0,990.0,64.321,24.6,33.0,15.6,0.0,51,0.0,9.2,20.9,40.7,57.6,2018,12,12
6.037,6.426,306734,23.0,300.0,740.0,59.603,16.6,20.0,14.0,0.0,87,0.0,8.9,17.4,38.9,0.0,2018,12,13
3.539,6.058,327745,32.0,230.0,640.0,60.839,17.8,23.0,14.0,0.0,77,0.0,10.0,15.0,38.9,48.2,2018,12,16
3.003,5.995,305813,30.0,290.0,750.0,61.24,17.6,22.0,15.0,0.0,76,0.0,10.0,16.7,25.9,0.0,2018,12,17
3.021,5.159,259978,35.0,330.0,970.0,63.136,17.9,22.0,16.0,0.0,77,0.0,10.0,15.0,24.1,0.0,2018,12,18
3.024,4.703,332033,32.0,330.0,890.0,63.091,20.1,26.0,14.8,0.0,73,0.0,9.5,8.5,18.3,0.0,2018,12,19
3.028,4.441,325807,32.0,360.0,850.0,63.248,15.9,20.3,12.7,0.0,81,0.0,9.2,21.7,33.5,50.0,2018,12,20
3.027,4.433,243707,68.0,330.0,930.0,64.366,18.5,22.0,16.0,0.0,55,0.0,10.0,18.7,27.8,46.5,2019,1,6
3.023,4.599,274646,34.0,320.0,970.0,63.792,19.2,24.0,15.9,0.0,66,0.0,10.0,15.0,27.8,31.7,2019,1,7
3.03,4.496,263962,32.0,310.0,810.0,62.023,19.0,26.0,14.0,0.0,65,0.0,10.0,19.4,33.5,0.0,2019,1,8
5.063,4.447,253436,33.0,340.0,810.0,60.0,15.4,20.0,9.0,0.0,56,0.0,10.0,16.7,31.7,0.0,2019,1,9
5.485,4.487,254959,35.0,350.0,850.0,64.32,16.8,22.0,11.0,0.0,59,0.0,10.0,14.8,25.9,0.0,2019,1,10
5.345,4.463,252191,39.0,280.0,720.0,61.632,22.1,29.0,16.9,0.0,59,0.0,0.0,18.5,31.7,0.0,2019,1,13
7.635,17.36,248053,35.0,300.0,810.0,63.07,25.6,38.0,16.0,0.0,55,0.0,0.0,14.1,31.7,0.0,2019,1,14
6.765,11.692,275338,29.0,330.0,860.0,64.801,25.8,37.0,16.9,0.0,47,0.0,10.0,11.7,27.8,0.0,2019,1,15
7.308,6.829,313894,34.0,360.0,880.0,63.792,23.6,30.0,19.9,0.0,59,0.0,10.0,10.6,29.4,33.5,2019,1,16
7.036,5.639,282407,36.0,350.0,880.0,65.004,27.8,37.0,21.0,0.0,44,0.0,10.0,16.3,46.5,63.0,2019,1,17
5.47,5.351,240626,34.0,300.0,710.0,61.866,20.1,24.0,17.8,0.0,73,0.0,10.0,17.2,25.9,0.0,2019,1,20
7.561,5.075,276750,35.0,320.0,760.0,58.0,21.9,29.0,18.0,0.0,70,0.0,10.0,12.4,27.8,0.0,2019,1,21
6.881,5.357,302437,39.0,370.0,1000.0,63.792,22.7,30.2,16.0,0.0,66,0.0,10.0,15.7,24.1,0.0,2019,1,22
6.111,6.44,276811,37.0,370.0,870.0,63.728,20.6,26.0,16.0,0.0,68,0.0,10.0,16.7,29.4,0.0,2019,1,23
7.105,5.954,300545,41.0,422.98,845.96,63.949,26.2,0.0,17.0,0.0,48,0.0,10.0,23.0,48.2,68.3,2019,1,25
7.592,5.973,244382,49.0,260.0,680.0,63.393,23.2,35.0,15.0,0.0,47,0.0,10.0,16.9,38.9,53.5,2019,1,28
6.854,8.016,252484,45.0,310.0,870.0,65.004,23.8,38.0,15.0,0.0,47,0.0,10.0,17.8,40.7,57.6,2019,1,29
4.037,10.761,270466,36.0,320.0,880.0,64.958,25.4,39.0,16.0,0.0,47,0.0,10.0,25.9,53.5,74.1,2019,1,30
6.517,7.265,266159,41.0,320.0,870.0,64.477,16.3,21.0,11.0,0.0,48,0.0,10.0,26.9,40.7,55.4,2019,1,31
5.701,5.969,278044,44.0,330.0,800.0,62.993,24.9,41.0,17.0,0.0,50,0.0,10.0,21.1,33.5,48.2,2019,2,3
5.941,5.4,267477,39.0,280.0,800.0,65.0,18.7,22.0,17.0,0.0,70,0.0,10.0,24.6,31.7,0.0,2019,2,4
5.328,5.127,289915,36.0,360.0,940.0,63.728,20.1,26.0,16.0,0.0,76,0.0,89.0,12.6,20.6,0.0,2019,2,5
5.274,5.291,280760,31.0,360.0,920.0,64.958,25.4,35.0,20.0,0.0,60,0.0,9.7,16.9,57.6,64.8,2019,2,6
5.241,4.958,298288,36.0,350.0,840.0,63.728,22.4,30.0,16.8,0.0,72,0.0,9.7,15.6,24.1,0.0,2019,2,7
4.972,5.928,260472,44.0,300.0,780.0,61.533,17.7,24.0,12.0,0.0,61,0.0,10.0,12.6,25.9,0.0,2019,2,10
4.993,4.728,270153,41.0,350.0,930.0,63.995,22.3,28.0,15.0,0.0,47,0.0,10.0,21.7,37.0,61.1,2019,2,11
5.437,5.603,298785,32.0,370.0,880.0,63.949,12.9,19.0,9.9,0.0,54,0.0,97.0,25.6,42.4,63.0,2019,2,12
6.331,5.689,217367,36.0,310.0,1300.0,67.595,14.1,21.0,9.0,0.0,53,0.0,10.0,17.8,29.4,51.9,2019,2,13
4.996,5.652,312401,32.0,360.0,900.0,63.792,18.6,24.0,15.7,0.0,58,0.0,10.0,13.9,25.9,0.0,2019,2,14
4.892,5.615,290821,37.0,350.0,980.0,63.792,24.7,30.0,19.6,0.0,37,0.0,0.0,16.4,27.8,0.0,2019,2,17
4.077,5.59,274770,40.0,360.0,940.0,63.949,17.1,26.0,11.0,0.0,62,0.0,10.0,18.1,37.0,0.0,2019,2,18
4.525,5.25,270973,37.0,370.0,930.0,63.838,15.0,20.3,9.0,0.0,61,0.0,10.0,16.9,27.8,0.0,2019,2,19
4.528,4.638,280038,38.0,380.0,940.0,70.0,16.4,23.0,11.0,0.0,63,0.0,10.0,16.1,27.8,37.0,2019,2,20
4.347826086956525e-06,5.153,290940,42.0,530.0,1100.0,68.82,17.3,20.1,15.0,0.0,59,0.0,10.0,19.6,29.4,0.0,2019,2,21
4.347826086956525e-06,5.19,228087,41.0,370.0,830.0,65.531,25.7,33.0,19.0,0.0,26,0.0,0.0,22.0,51.9,70.6,2019,2,24
4.347826086956525e-06,4.435,216494,34.0,330.0,970.0,65.531,26.2,35.0,17.0,0.0,24,0.0,10.0,19.4,50.0,66.5,2019,2,25
4.347826086956525e-06,4.582,279558,37.0,290.0,900.0,64.256,17.7,24.0,12.0,0.0,70,0.0,10.0,14.3,27.8,0.0,2019,2,26
4.347826086956525e-06,4.419,291837,35.0,520.0,1100.0,68.82,23.8,31.0,18.0,0.0,43,0.0,0.0,16.7,53.5,72.2,2019,2,27
4.347826086956525e-06,5.291,286661,49.0,440.0,930.0,64.958,30.9,38.0,26.0,0.0,24,0.0,0.0,30.0,51.9,68.3,2019,2,28
5.133,4.781,283081,46.0,350.0,870.0,65.486,25.4,38.0,16.0,0.0,42,0.0,10.0,17.8,40.7,0.0,2019,3,3
5.951,4.42,300576,50.0,360.0,840.0,70.0,20.9,29.0,16.0,0.0,59,0.0,0.0,11.9,24.1,0.0,2019,3,4
5.956,5.531,275199,38.0,330.0,820.0,61.396,18.4,26.0,11.0,0.0,69,0.0,10.0,18.0,38.9,53.5,2019,3,5
5.976,7.13,203334,22.0,370.0,790.0,60.424,12.2,17.0,7.0,0.0,52,0.0,10.0,19.8,61.1,72.2,2019,3,6
5.974,6.117,231426,31.0,390.0,920.0,64.366,17.3,24.0,11.0,0.0,32,0.0,0.0,15.0,29.4,0.0,2019,3,7
1.146,6.176,218284,35.0,422.98,845.96,64.366,19.4,26.1,12.0,0.0,34,0.0,0.0,16.3,31.7,0.0,2019,3,8
4.347826086956525e-06,5.434,242929,49.0,350.0,1000.0,64.522,17.8,24.0,13.0,0.0,67,0.0,10.0,14.8,42.4,61.1,2019,3,11
4.347826086956525e-06,5.571,266625,25.0,390.0,980.0,63.995,13.2,19.0,8.0,0.0,55,0.0,10.0,19.1,38.9,55.4,2019,3,12
4.347826086956525e-06,5.264,351227,27.0,350.0,850.0,63.792,14.3,18.0,9.7,1017.5,59,0.0,11.3,14.4,25.9,0.0,2019,3,13
4.347826086956525e-06,4.968,326009,31.0,290.0,780.0,61.24,15.9,22.0,11.0,0.0,62,0.0,10.0,14.1,25.9,0.0,2019,3,14
4.347826086956525e-06,4.733,246169,32.0,280.0,640.0,61.309,20.6,28.0,16.0,0.0,68,0.0,9.8,13.3,24.1,0.0,2019,3,17
4.347826086956525e-06,4.802,239426,45.0,330.0,830.0,64.301,21.3,27.0,17.0,0.0,68,0.0,10.0,13.9,29.4,0.0,2019,3,18
4.347826086956525e-06,5.235,279716,38.0,340.0,960.0,63.728,19.6,23.0,18.0,0.0,85,0.0,7.6,14.4,27.8,0.0,2019,3,19
4.347826086956525e-06,4.59,230698,37.0,450.0,1100.0,72.0,20.5,25.0,18.5,0.0,82,0.0,9.7,14.4,22.2,0.0,2019,3,20
4.347826086956525e-06,5.181,274400,40.0,440.0,1100.0,67.434,20.6,25.0,18.0,0.0,78,0.0,10.0,13.1,20.6,0.0,2019,3,21
4.347826086956525e-06,6.693,241643,38.0,300.0,820.0,63.227,22.8,31.0,14.0,0.0,48,0.0,10.0,31.7,55.4,63.0,2019,3,24
4.347826086956525e-06,6.201,241172,37.0,310.0,950.0,64.477,13.7,19.0,10.0,0.0,41,0.0,10.0,28.9,55.4,72.2,2019,3,25
4.347826086956525e-06,7.31,274798,37.0,420.0,890.0,64.32,14.4,21.0,8.0,0.0,52,0.0,10.0,17.4,31.7,50.0,2019,3,26
4.347826086956525e-06,6.256,223711,35.0,420.0,910.0,64.366,16.3,23.0,11.0,0.0,50,0.0,0.0,15.0,29.4,0.0,2019,3,27
4.347826086956525e-06,5.556,232271,35.0,410.0,1000.0,64.477,22.1,28.0,17.0,0.0,23,0.0,0.0,24.3,48.2,50.0,2019,3,28
4.347826086956525e-06,5.299,263513,35.0,280.0,720.0,61.866,14.1,19.0,12.0,0.0,74,0.0,9.7,13.7,31.7,0.0,2019,3,31
4.656,5.951,289189,35.0,350.0,770.0,58.0,11.7,17.0,6.0,0.0,68,0.0,10.0,11.7,20.6,0.0,2019,4,1
5.902,5.313,303918,50.0,400.0,940.0,63.792,19.4,26.0,13.0,0.0,38,0.0,0.0,21.1,29.4,0.0,2019,4,2
6.182,5.297,267033,27.0,360.0,1000.0,64.477,17.1,26.0,12.9,0.0,61,0.0,10.0,19.4,35.2,48.2,2019,4,3
6.432,6.005,339369,37.0,350.0,770.0,61.396,17.7,23.0,13.0,0.0,61,0.0,0.0,14.1,50.0,68.3,2019,4,4
6.248,7.915,276679,45.0,260.0,680.0,62.512,18.7,26.0,10.0,0.0,41,0.0,10.0,20.0,38.9,48.2,2019,4,7
6.112,5.953,266240,37.0,350.0,1000.0,64.477,16.3,23.0,9.0,0.0,57,0.0,10.0,22.6,42.4,51.9,2019,4,8
4.054,5.066,232435,48.0,340.0,845.96,64.477,11.1,16.0,8.0,0.0,67,0.0,10.0,17.2,35.2,50.0,2019,4,9
3.686,5.477,207915,42.0,380.0,840.0,64.366,13.1,15.0,9.0,0.0,59,0.0,10.0,11.9,20.6,0.0,2019,4,10
5.51,4.483,319623,38.0,320.0,650.0,60.406,11.4,18.0,5.6,0.0,64,0.0,10.0,13.3,20.6,0.0,2019,4,11
5.115,5.066,271916,45.0,260.0,660.0,60.0,17.1,23.0,12.0,0.0,58,0.0,0.0,9.6,25.9,0.0,2019,4,14
5.24,4.69,282147,40.0,300.0,670.0,62.512,22.4,27.0,20.0,0.0,36,0.0,0.0,25.0,42.4,61.1,2019,4,15
4.463,5.367,295988,36.0,340.0,680.0,62.218,24.8,30.0,21.0,0.0,28,0.0,0.0,41.3,61.1,81.7,2019,4,16
5.542,5.069,290667,38.0,300.0,930.0,65.486,20.9,31.0,8.9,0.0,39,0.0,10.0,26.9,59.4,79.5,2019,4,17
4.613,4.701,233217,33.0,422.98,845.96,64.32,15.1,23.0,9.0,0.0,56,0.0,0.0,11.3,27.8,0.0,2019,4,19
6.161,4.348,248114,46.0,300.0,890.0,64.32,16.1,22.0,11.0,0.0,54,0.0,10.0,18.0,31.7,46.5,2019,4,25
7.528,5.253,223064,50.0,260.0,730.0,62.032,12.2,16.2,8.0,0.0,77,0.0,10.0,14.6,27.8,0.0,2019,4,28
6.984,5.988,224891,40.0,250.0,770.0,61.991,12.3,18.0,7.0,0.0,63,0.0,10.0,12.8,38.9,48.2,2019,4,29
3.572,6.175,264894,41.0,270.0,750.0,62.384,18.7,22.0,15.0,0.0,37,0.0,10.0,28.3,50.0,64.8,2019,4,30
4.347826086956525e-06,6.372,269271,43.0,320.0,880.0,61.0,18.9,22.0,15.0,0.0,72,0.0,51.8,30.0,38.9,57.6,2019,5,1
0.002,5.208,257362,49.0,330.0,780.0,62.16,15.4,20.0,10.0,0.0,76,0.0,0.0,20.6,31.7,48.2,2019,5,2
5.689,4.165,261684,48.0,220.0,780.0,62.16,11.8,16.0,8.0,0.0,81,0.0,0.0,14.1,24.1,0.0,2019,5,5
6.567,4.093,223546,48.0,280.0,840.0,63.422,11.0,16.0,6.0,0.0,76,0.0,0.0,14.3,25.9,0.0,2019,5,6
6.589,6.135,236331,34.0,310.0,950.0,64.477,13.4,19.0,9.0,0.0,62,0.0,0.0,25.9,48.2,68.3,2019,5,7
5.481,5.445,260337,46.0,360.0,920.0,64.477,12.0,16.0,8.0,0.0,67,0.0,0.0,22.6,42.4,64.8,2019,5,8
3.994,5.608,262600,40.0,290.0,990.0,64.477,12.2,16.0,8.8,0.0,65,0.0,51.8,25.2,55.4,68.3,2019,5,9
4.525,4.664,243279,43.0,330.0,830.0,64.256,13.9,17.0,11.0,0.0,69,0.0,0.0,15.7,22.2,0.0,2019,5,12
5.326,4.59,248342,39.0,250.0,750.0,62.317,12.9,17.0,9.0,0.0,65,0.0,0.0,22.8,33.5,0.0,2019,5,13
